,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,,lemmas,
,'398393104782204928',1383790492,imhexie,For God so loved the Phillipines that he knows how Filipino's will survive no matter how hard those tragedies may come!Do not fear! #yolanda,en,9.7400754,118.74130755,"Puerto Princesa,Philippines",-28800,Pacific Time (US & Canada),,"['god', 'love', 'phillipines', 'know', 'filipino', 'survive', 'matter', 'hard', 'tragedy', 'come!do', 'fear', 'yolanda']",
,'398393369849643008',1383790555,PantojaJames,Incase of blackout!! Charge all your gadgets guys haha #YolandaPH #YolandaUpdates http://t.co/KDx4te43V8,en,13.92012359,120.70543112,Philippines,-25200,Arizona,,"['incase', 'blackout', 'charge', 'gadget', 'guy', 'haha', 'yolandaph', 'yolandaupdat']",
,'398394351124221952',1383790789,nyle_love,Ligpit2x din ng mga billboard pag may parating na #supertyphoon. Ready na kaau ang #EDSA para ni http://t.co/Lo6DXlXUrI,tl,14.54400974,121.0217258,"Bohol, Philippines",,,,"['ligpit2x', 'din', 'mga', 'billboard', 'pag', 'parat', 'supertyphoon', 'ready', 'kaau', 'ang', 'edsa', 'para']",
,'398395143180410880',1383790978,GreenWorld420,Nag sisimula na si yolanda damn. :c,tl,14.55301982,121.004288,420,28800,Beijing,,"['nag', 'sisimula', 'yolanda', 'damn']",
,'398395967231496193',1383791175,CielahMalabanan,"""@DepEd_PH: MUNTINLUPA | #walangpasok Classes in ALL LEVELS (public &amp private) are suspended tomorrow, Nov. 8, 2013 | via @OFFICIALMUNTI""",id,14.3227768,121.0245986,"G.M.A, Cavite",28800,Hong Kong,,"['muntinlupa', 'walangpasok', 'class', 'levels', 'public', 'amp', 'private', 'suspend', 'tomorrow', 'nov.']",
,'398396351953641473',1383791266,CielahMalabanan,"""@DepEd_PH: KAWIT, CAVITE | #walangpasok Classes in ALL LEVELS (public &amp private) are suspended tomorrow, Nov. 8, 2013 | via @dzbb""",nl,14.3227246,121.0246407,"G.M.A, Cavite",28800,Hong Kong,,"['kawit', 'cavite', 'walangpasok', 'class', 'levels', 'public', 'amp', 'private', 'suspend', 'tomorrow', 'nov.']",
,'398396950245953536',1383791409,simplydynice,Goodluck sa Super Typhoon na yan. ,tl,15.81119099,120.4632342,PH  SG,28800,Beijing,,"['goodluck', 'super', 'typhoon', 'yan']",
,'398397355067580416',1383791505,aaaagar,"Ang hirap maging masipag, right after matapos homework and advance studying ko cancelled lang pala classes #walangpasok",tl,14.41849708,120.96063847,,28800,Beijing,,"['ang', 'hirap', 'mag', 'masipag', 'right', 'matapos', 'homework', 'advance', 'study', 'cancel', 'lang', 'pala', 'class', 'walangpasok']",
,'398397909026086912',1383791638,ynaismynickname,"""@DZMMTeleRadyo: Elemen. at high school sa Cavite, #walangpasok bukas, Nobyembre 7 | via Vice Gov. Jolo Revilla""",tl,14.38276,120.97463,Peter Pan's Land,28800,Beijing,,"['elemen', 'high', 'school', 'cavite', 'walangpasok', 'bukas', 'nobyembre', 'vice', 'gov.', 'jolo', 'revilla']",
,'398398377328902144',1383791749,kristoffertroy,#selfie with this BIG ASS ( Y ) typhoon #YOLANDA  my home for the long week end! @ Marriott Hotel http://t.co/vA6JfVBltw,en,10.31808854,123.90702188,somewhere on the moon,-28800,Pacific Time (US & Canada),,"['selfie', 'big', 'ass', 'typhoon', 'yolanda', 'home', 'long', 'week', 'end', 'marriott', 'hotel']",
,'398398838613884928',1383791859,kianakianaa,@imalissajimenez: Signal no. 4 na sa Leyte. Huwaaaaaaaaah! Keep safe. #YolandaPH #PrayForThePhilippines,en,15.1460463,120.97854595,W O N D E R L A N D,-25200,Mountain Time (US & Canada),,"['signal', 'leyte', 'huwaaaaaaaaah', 'safe', 'yolandaph', 'prayforthephilippine']",
,'398399031614779392',1383791905,jeanoropesa,"""@ANCALERTS: Aquino appeals for cooperation &amp bayanihan amid threat from Typhoon Yolanda #YolandaPH""",en,14.61166,121.10484,,-25200,Arizona,,"['aquino', 'appeal', 'cooperation', 'amp', 'bayanihan', 'amid', 'threat', 'typhoon', 'yolanda', 'yolandaph']",
,'398399256538517504',1383791959,ChinnaGaw,Some people: im excited for yolanda omfgMe: i hope you die :)),en,10.3318378,123.8950992,Cebu city,-32400,Alaska,,"['people', 'excited', 'yolanda', 'omfgme', 'hope', 'die']",
,'398399528585277440',1383792024,jpjuliano_ph,Typhoon coming - shall tim tams be part of emergency supplies?!? http://t.co/h19WXhn4jC,en,14.48889347,121.04534295,,,,,"['typhoon', 'come', 'shall', 'tim', 'tam', 'emergency', 'supply']",
,'398399655446183936',1383792054,ekuuuuuh,Real talk na talaga to. Si PNoy na mismo nagsasalita.  #YolandaPH,tl,14.53672939,121.01238937,Under the sea,-39600,International Date Line West,,"['real', 'talk', 'talaga', 'pnoy', 'mismo', 'nagsasalita', 'yolandaph']",
,'398399787365441536',1383792085,zamae_sente,Masyado kasi kayong nag expect kay #YolandaPH ayan tuloy nahiya sya. Init-init dito sa Manila! Haha ,tl,14.60528059,120.9876632,Lives in @iansomerhalder 's ,-32400,Alaska,,"['masyado', 'kasi', 'kayong', 'nag', 'expect', 'kay', 'yolandaph', 'ayan', 'tuloy', 'nahiya', 'sya', 'init', 'init', 'dito', 'manila', 'haha']",
,'398400131168350208',1383792167,nicaandres,"Hala tani safe sinda mommy sa masbate, grabe man na bagyo ",tl,14.66705889,121.04658288,Quezon City,,,,"['hala', 'tani', 'safe', 'sinda', 'mommy', 'masbate', 'grabe', 'man', 'bagyo']",
,'398400290350989312',1383792205,EngrOrceo,"Yolanda! Lapit ngd ang mata.  #supertyphoon  #tacloban @ Tacloban City, Philippines http://t.co/mn9xRR8d9r",tl,11.21610044,125.00728927,Tacloban City,-28800,Pacific Time (US & Canada),,"['yolanda', 'lapit', 'ngd', 'ang', 'mata', 'supertyphoon', 'tacloban', 'tacloban', 'city', 'philippines']",
,'398400657083731969',1383792293,EngilOliverio,Supertyphoon -_- Wag kana tumuloy! Maawa ka sa pilipinas :(,tl,14.6069899,121.07199,Quezon City,-25200,Arizona,,"['supertyphoon', 'wag', 'kana', 'tumuloy', 'maawa', 'pilipina']",
,'398400943445647361',1383792361,AlpineJR_06,@ABSCBNNews: President Aquino pleads: take the warnings seriously. #YolandaPH,en,14.73293354,120.96009792,"Quezon City, Philippines",28800,Beijing,,"['president', 'aquino', 'plead', 'warning', 'seriously', 'yolandaph']",
,'398401211897872385',1383792425,airrapotchie,Kelan pa naging good sa'yo ang bagyo?? :D,tl,14.08338,121.15011,Philippines,28800,Kuala Lumpur,,"['kelan', 'nag', 'good', ""sa'yo"", 'ang', 'bagyo']",
,'398401335466270721',1383792454,najujulie,MAY BAGYO SA PANTY NI @REiNAAALYN . WAHAHAHA.,tl,14.1776196,121.2461071,Neverland,-28800,Pacific Time (US & Canada),,"['bagyo', 'panty', 'wahahaha']",
,'398401510167412736',1383792496,evigeyl,Pero nakakatakot talaga. Isa sa pinaka malakas na bagyo sa BUONG MUNDO ,tl,14.71593222,120.93325046,obando bulacan,-25200,Arizona,,"['pero', 'nakakatakot', 'talaga', 'isa', 'pinaka', 'malakas', 'bagyo', 'buong', 'mundo']",
,'398401797338824705',1383792565,junelnerpio,"Please pray for our kababayans sa Leyte and the rest of Visayas, parts of Southern Luzon and of Northern Mindanao! #TVPatrol #YolandaPH",tl,16.0262173,120.3335136,"Manila, Philippines",28800,Beijing,,"['pray', 'kababayan', 'leyte', 'rest', 'visayas', 'part', 'southern', 'luzon', 'northern', 'mindanao', 'tvpatrol', 'yolandaph']",
,'398402186545082369',1383792657,sheyish,here comes #YolandaPH keep safe everyone,en,10.30559676,124.00596681,"Cebu, Philippines",28800,Hong Kong,,"['come', 'yolandaph', 'safe']",
,'398402669678579712',1383792773,jeanboink,#YolandaPH strongest typhoon this year? Be safe everyone..,en,14.2571681,121.1334602,Philippines,28800,Singapore,,"['yolandaph', 'strong', 'typhoon', 'year', 'safe']",
,'398403183849918465',1383792895,AnnePatriciaTru,Lilihis ng landas si #YolandaPH #FAITH,tl,14.7140013,120.9502943,,28800,Beijing,,"['lilihis', 'landas', 'yolandaph', 'faith']",
,'398403413190266880',1383792950,jeanoropesa,Keepsafe everyone. Lalo na bukas sa mga taga visayas. #YolandaPH http://t.co/Y7MfbdEQ4w,tl,14.61257,121.10482,,-25200,Arizona,,"['keepsafe', 'lalo', 'bukas', 'mga', 'taga', 'visayas', 'yolandaph']",
,'398403884638425088',1383793062,bennyboypo,Dahil sa bagyo na move sa tuesday yung intrams sa snns -.-,tl,14.71702754,121.00424301,"Caloocan City, Philippines",28800,Beijing,,"['dahil', 'bagyo', 'tuesday', 'yung', 'intram', 'snns']",
,'398404322121097216',1383793167,loriebethi,nakakatakot tong balita about sa bagyo ,tl,7.23240888,125.63790422,Davao City,-32400,Alaska,,"['nakakatakot', 'tong', 'balita', 'bagyo']",
,'398404907348152320',1383793306,carmelaajaane,"It's starting. For the first time in a long time, I don't like the sound of rain.  #BraceYourselves #YolandaPH #PRAYFORVISAYAS",en,10.25889327,123.81055481,Cebu,-32400,Alaska,,"['start', 'time', 'long', 'time', 'not', 'like', 'sound', 'rain', 'braceyourself', 'yolandaph', 'prayforvisayas']",
,'398405319585329152',1383793404,PorkCubes,Im sorry for my inappropriate caption due to typhoon sensitivity,en,10.3058535,123.8982085,Cebu and Gensan,-25200,Arizona,,"['sorry', 'inappropriate', 'caption', 'typhoon', 'sensitivity']",
,'398405645940322304',1383793482,ChrystalAleona,I hope this super typhoon won't be super bad.. Stay safe everyone! ,en,14.57951456,120.99604558,,28800,Beijing,,"['hope', 'super', 'typhoon', 'will', 'not', 'super', 'bad', 'stay', 'safe']",
,'398406609325412352',1383793712,lalalaMeh,@SWING_Trono umm medjo ninervous si mudra dahil sa bagyo. Haha. I have no plans nga magpangayo.,tl,11.6385415,122.33142426,Nebula Galaxy ,28800,Beijing,,"['umm', 'medjo', 'ninervous', 'mudra', 'dahil', 'bagyo', 'haha', 'plan', 'nga', 'magpangayo']",
,'398407259006705664',1383793867,josefofficial10,selfie habang maulan sa labas ng bahay. #YolandaPh #boyselfie #afterwork @ rm.9 parco's place http://t.co/1I0Ie83ceR,tl,13.62076756,123.19623207,"Naga City, CamSur",28800,Taipei,,"['selfie', 'habang', 'maulan', 'labas', 'bahay', 'yolandaph', 'boyselfie', 'afterwork', 'rm.9', 'parco', 'place']",
,'398407830538956800',1383794003,MarshMarcowww,"""@DepEd_PH: BATANGAS | #walangpasok Classes from kinder to college are suspended tomorrow, Nov. 8, 2013 | via @batspiocapitol"" yes naman!!!",en,13.7672236,121.0731541,Young Blood,28800,Beijing,,"['batangas', 'walangpasok', 'class', 'kind', 'college', 'suspend', 'tomorrow', 'nov.', 'yes', 'naman']",
,'398408375303565312',1383794133,plankyduday,"Tagaytay, Imus, Bacoor, Kawit no classes all levels ano yung gitna Dasma hindi dadaanan ng bagyo?",tl,14.36570182,120.98978955,Philippines/Galveston TX,28800,Beijing,,"['tagaytay', 'imus', 'bacoor', 'kawit', 'class', 'level', 'ano', 'yung', 'gitna', 'dasma', 'hindi', 'dadaanan', 'bagyo']",
,'398408918658842624',1383794262,ohjanlenrey,Let's be prepared and be safe. #YolandaPH,en,13.1572135,123.7262822,"Albay, Philippines",,,,"['let', 'prepared', 'safe', 'yolandaph']",
,'398409344011608065',1383794364,Jessarooxclusiv,Let's all be alert and pray for our safety for the upcoming typhoon,en,10.7342863,122.54839182,,28800,Beijing,,"['let', 'alert', 'pray', 'safety', 'upcoming', 'typhoon']",
,'398409840319401984',1383794482,ItsmeThessaniel,"Super Typhoon ""Yolanda"" is the strongest violent typhoon/storm with the super thunderstorm in the year 2013 worldwide wholeworld :""( (c)",en,10.300196,123.8711585,"manila,philippines",0,London,,"['super', 'typhoon', 'yolanda', 'strong', 'violent', 'typhoon', 'storm', 'super', 'thunderstorm', 'year', 'worldwide', 'wholeworld']",
,'398410423784861696',1383794621,Bitchylynnnnn,Putang inanhg yolanda -___-,id,14.5156247,121.0474201,ig: bitchylynnnnn,28800,Beijing,,"['putang', 'inanhg', 'yolanda']",
,'398410824546414592',1383794717,Vellalat,Okay.. Ni stop na ang rain. Asa naka mubalhin Yolanda?,tl,10.38933746,123.95015218,Queen City of the South,28800,Beijing,,"['okay', 'stop', 'ang', 'rain', 'asa', 'naka', 'mubalhin', 'yolanda']",
,'398411257423736833',1383794820,SinichiKJ,The rain is pouring now in Cebu City. #YolandaPH,en,10.30734696,123.89620576,---Philippines---,28800,Hong Kong,,"['rain', 'pour', 'cebu', 'city', 'yolandaph']",
,'398411616007385088',1383794906,thenameisM,@JetstarAirways hi!! Is the flight 3K762 manila-sin pushing thru tom despite the typhoon here in the ph? Thanks!!,en,14.57356906,121.02803138,Pearl of the Orient,28800,Singapore,,"['flight', '3k762', 'manila', 'sin', 'push', 'tom', 'despite', 'typhoon', 'thank']",
,'398412009839939584',1383794999,JnicoleDajao18,"You better watch out, you better not cry, you better not pout i'm telling you why. Yolanda is coming to town!!!!",en,10.31605008,123.87586041,,-28800,Pacific Time (US & Canada),,"['better', 'watch', 'better', 'cry', 'better', 'pout', 'tell', 'yolanda', 'come', 'town']",
,'398412352728473600',1383795081,MarkRamoness,"Public storm warning signal number4 in the Visayas, with typhoon#Yolanda. Please PRAY for the upcoming typhoon tomorrow. :)",en,16.9310262,121.7734768,"Cauayan, Isabela",28800,Beijing,,"['public', 'storm', 'warn', 'signal', 'number4', 'visayas', 'typhoon#yolanda', 'pray', 'upcoming', 'typhoon', 'tomorrow']",
,'398412736742170624',1383795173,breekelscastro,Nakakatakot 'tong #YolandaPH :|,tl,14.60995,120.98622,Sunset Avenue,-10800,Santiago,,"['nakakatakot', 'tong', 'yolandaph']",
,'398413046164365312',1383795247,UrOnlySunshine,"It's beginning to rain in Mandaue City, Cebu. #YolandaPH #supertyphoon #PRAYFORVISAYAS",en,10.35153819,123.94860604,Philippines,28800,Hong Kong,,"['begin', 'rain', 'mandaue', 'city', 'cebu', 'yolandaph', 'supertyphoon', 'prayforvisayas']",
,'398413743102517248',1383795413,kelvinabcdy,@kelvinabcdy #YolandaPH *,vi,10.36471826,123.95339639,,,,,['yolandaph'],
,'398414282288689152',1383795541,flight1323,@BSMpls I want it suspended but I don't want anyone to be affected by the typhoon.,en,14.55125563,121.03717051,Manila / San Francisco,28800,Beijing,,"['want', 'suspend', 'not', 'want', 'affect', 'typhoon']",
,'398414810007609344',1383795667,gheann_23,@jaimeeorlina oo. Kaso tinatamad ako may bagyo kasi. Kailan ba pasok mo? Kasi para kapag may taping sila sa siena dun nalang tyo punta.,tl,14.4990388,121.1734431,,-32400,Alaska,,"['kaso', 'tinatamad', 'ako', 'bagyo', 'kasi', 'kailan', 'pasok', 'kasi', 'para', 'kapag', 'tap', 'sila', 'siena', 'dun', 'nalang', 'tyo', 'punta']",
,'398415250703536128',1383795772,jg306q,Waiting for yolanda. (@ Tisa) http://t.co/zHf4Xsh47U,id,10.30136534,123.87098868,"Cebu, Philippines",,,,"['wait', 'yolanda', 'tisa']",
,'398415894386192384',1383795926,DuchessDroffilc,Prayers for all those people who will be affected by typhoon Yolanda... Be ready..,en,14.57602132,121.04800478,Philippines,-32400,Alaska,,"['prayer', 'people', 'affect', 'typhoon', 'yolanda', 'ready']",
,'398416521317195776',1383796075,DyosaNgEXO,"*kanina sa school maaraw at ualang ulan*RV:""Eto na ba ung cnasabi nilang bagyo?""Hindi mo ba alam na sa ibang lugar super affected?",tl,14.5841009,121.1908458,#ChildOfGod ,-28800,Pacific Time (US & Canada),,"['kanina', 'school', 'maaraw', 'ualang', 'ulan*rv:""eto', 'ung', 'cnasabi', 'nilang', 'bagyo?""hindi', 'alam', 'ibang', 'lugar', 'super', 'affected']",
,'398417654639116288',1383796345,fatimaee24,"@vsantosrecto: CLASSES IN ALL LEVELS ARE SUSPENDED TOMORROW (November 8, 2013) IN THE ENTIRE PROVINCE OF BATANGAS due to TYPHOON YOLANDA.",en,13.84562018,121.20402375,harry's bed ,28800,Beijing,,"['classes', 'level', 'suspended', 'tomorrow', 'november', 'entire', 'province', 'batangas', 'typhoon', 'yolanda']",
,'398418385752440832',1383796520,NivramOtipep,Just wake me up when #YolandaPH  arrive!!gonna take a sleep coz I have to work!!#besafe#PrayForThePhilippines,en,10.30075985,123.89445841,10-M Jones Ave. Cebu City,28800,Taipei,,"['wake', 'yolandaph', 'arrive!!gonna', 'sleep', 'coz', 'work!!#besafe#prayforthephilippine']",
,'398419121295351809',1383796695,chraysten,Evening there. Yolanda is nearly coming na. Let us keep praying and keep safe everyone. #tbt http://t.co/N642NpgYsQ,en,10.40663596,123.99172217,Philippines,28800,Hong Kong,,"['even', 'yolanda', 'nearly', 'come', 'let', 'pray', 'safe', 'tbt']",
,'398419754106773504',1383796846,carmelaajaane,indoors. #instaweather #YolandaPH #fever #potn @ maii cozy room http://t.co/oxCIRedaCZ,en,10.25413029,123.8132141,Cebu,-32400,Alaska,,"['indoor', 'instaweather', 'yolandaph', 'fever', 'potn', 'maii', 'cozy', 'room']",
,'398420300993662976',1383796976,PaoGelo21,ramdam ko na ang ulan at Hangin sa Batangas #Yolanda (@ Sto Tomas Batangas) http://t.co/4Dhij1zX6g,tl,14.13575821,121.14362241,"Calamba, Laguna",28800,Beijing,,"['ramdam', 'ang', 'ulan', 'hangin', 'batangas', 'yolanda', 'sto', 'tomas', 'batangas']",
,'398421502552702976',1383797263,tambokerns15,"@RonDevastatorHD: MAYPAS YOLANDA, DAGHANG NAGEXPECT NA MUABOT SIYA. PERO IMONG GUGMA NA AKO GIEXPECT WA JUD NIABOT.",tl,10.27292675,123.82996577,,28800,Beijing,,"['maypas', 'yolanda', 'daghang', 'nagexpect', 'muabot', 'siya', 'pero', 'imong', 'gugma', 'ako', 'giexpect', 'jud', 'niabot']",
,'398422568601804801',1383797517,GoldenBoyAnton,"Keep safe always, guys! #YolandaPH @FindingCeej   @Monnstarr @skyvillarin @chassycortes @fermzmalayang",en,14.56574,120.99315,"Metro Manila, Philippines",-32400,Alaska,,"['safe', 'guy', 'yolandaph']",
,'398423138494451713',1383797653,SumilhigMarj,"The only thing we could do is to pray and have faith #keepsafe mga tgaLeyte.""#PrayForThePhilippines  #YolandaPh",en,14.551047,121.0257458,Makati City,,,,"['thing', 'pray', 'faith', 'keepsafe', 'mga', 'tgaleyte.""#prayforthephilippine', 'yolandaph']",
,'398423854550228992',1383797823,hazel_angelique,Bagyo nanaman ,tl,14.55254691,121.00965877,Philippines,-32400,Alaska,,"['bagyo', 'nanaman']",
,'398424369279418368',1383797946,klintsebuc7,Bakit pa kasi nauso ang BAGYO.,tl,13.89926572,120.94766856,philippines,28800,Singapore,,"['bakit', 'kasi', 'nauso', 'ang', 'bagyo']",
,'398425087864348672',1383798117,meiyose,I really pray that next week will be dry and there is no storm. #YolandaPH #mybirthdaywish,en,14.58270579,121.05790941,"Manila, Philippines",28800,Singapore,,"['pray', 'week', 'dry', 'storm', 'yolandaph', 'mybirthdaywish']",
,'398425604057350144',1383798241,pipedreamwacko,"""@ANCALERTS: FULL LIST of areas under storm signals #1 to #4 here: http://t.co/c81WWtDjCB #YolandaPH""",en,14.5477794,121.0327009,"MANILA, PHILIPPINES",28800,Singapore,,"['list', 'area', 'storm', 'signal', 'yolandaph']",
,'398426200051171328',1383798383,marlliah18,Midnight snacks while preparing for the coming super typhoon :( http://t.co/BNaQKaHT0V,en,10.34208965,123.91338348,,28800,Beijing,,"['midnight', 'snack', 'prepare', 'come', 'super', 'typhoon']",
,'398426599587983361',1383798478,AngelLuvsJulie,"""@ANCALERTS: FULL LIST of areas under storm signals #1 to #4 here: http://t.co/F8mbJTThyL #YolandaPH"" OMG!Signal #4 na ang Capiz.Pray!",en,11.5960457,122.7708187,I'm lost.,-28800,Pacific Time (US & Canada),,"['list', 'area', 'storm', 'signal', 'yolandaph', 'omg!signal', 'ang', 'capiz', 'pray']",
,'398427367120465920',1383798661,SiRipreciousme,Let your FAITH be bigger than your FEAR.. #KeepPrayingAndTrusting #YolandaPH,en,10.29238215,123.99066933,Lives: Pearl Of The Orient Sea,-32400,Alaska,,"['let', 'faith', 'big', 'fear', 'keepprayingandtrusting', 'yolandaph']",
,'398428083578880000',1383798832,AiratotPayatot,Ang lakas na ng hangin ditooooo. Feel ko na ang bagyo. :(,tl,14.39102,120.87702,"Mitaka City, Tokyo, Japan",-28800,Pacific Time (US & Canada),,"['ang', 'lakas', 'hangin', 'ditooooo', 'feel', 'ang', 'bagyo']",
,'398428580884922369',1383798950,_iamdreb06,"Hala, signal #1 na pala sa Metro Manila! #YolandaPH",tl,14.51211011,120.99337226,"Paraaque City, Philippines",28800,Hong Kong,,"['hala', 'signal', 'pala', 'metro', 'manila', 'yolandaph']",
,'398428933957246976',1383799034,VANilla_shakeee,"Yolanda, you're not allowed to enter the Philippines without our permission. It's not Yoland.",en,10.3619476,123.88939004,,28800,Hong Kong,,"['yolanda', 'allow', 'enter', 'philippines', 'permission', 'yoland']",
,'398429563832631298',1383799185,stefmonce,@jymntclr: Just heard that super typhoon yolanda is the world's largest typhoon this year. Keep safe everyone! WOAH,en,14.4009927,120.98441314,IX  on tour  XVI,28800,Hong Kong,,"['hear', 'super', 'typhoon', 'yolanda', 'world', 'large', 'typhoon', 'year', 'safe', 'woah']",
,'398430355306184704',1383799373,roseannthegreat,HOW CAN I KEEP CALM WHEN A SUPER TYPHOON IS APPROACHING!?!? TUBAG HAHAHAHAH,en,10.2902512,124.7877559,Philippines,-28800,Tijuana,,"['calm', 'super', 'typhoon', 'approaching', 'tubag', 'hahahahah']",
,'398431118317219841',1383799555,ammegallinobrac,"Oh my! After earthquake, here comes the strongest typhoon. Sooo worried for my family in #bohol #YolandaPH #KeepSafe everyone",en,14.55233496,121.01968745,Taguig,28800,Kuala Lumpur,,"['earthquake', 'come', 'strong', 'typhoon', 'sooo', 'worried', 'family', 'bohol', 'yolandaph', 'keepsafe']",
,'398432604749193218',1383799910,Teeeyyn,"Yolanda, leave us. Please? Let's pray.",en,13.9593023,121.5958363,Lucena City,-32400,Alaska,,"['yolanda', 'leave', 'let', 'pray']",
,'398433177988890624',1383800046,RENZwitbenefits,Double-thinking of going to Probe tomorrow because of Yolanda.,en,14.62443665,120.97232905,"Manila, Philippines",28800,Beijing,,"['double', 'thinking', 'probe', 'tomorrow', 'yolanda']",
,'398433949774409730',1383800230,thisisshiena,"""@cuhrissadaria: It's a shame how irrelevant your jokes are now that we are facing a super typhoon.One suggestion: Shut up &amp Pray.""",en,11.4320332,122.6040375,GREEN LAND,-32400,Alaska,,"['shame', 'irrelevant', 'joke', 'face', 'super', 'typhoon', 'suggestion', 'shut', 'amp', 'pray']",
,'398434718653624320',1383800414,simplyJohnel,Kakain then magkakale then tutulog na. Sobrang pagod. Mga balitang nakakapagod. Bagyo na sa pinas binabagyo din sa... http://t.co/3G54CLMYAR,tl,14.57939171,121.05191624,"Baltimore, Maryland",-32400,Alaska,,"['kakain', 'magkakale', 'tutulog', 'sobrang', 'pagod', 'mga', 'balitang', 'nakakapagod', 'bagyo', 'pina', 'binabagyo', 'din']",
,'398435497321562112',1383800599,angelique_pearl,Here's hoping to zero casualty for Typhoon Yolanda. #PrayForThePhilippines,en,8.1415362,125.1237079,Malaybalay City,23400,Rangoon,,"['hop', 'casualty', 'typhoon', 'yolanda', 'prayforthephilippine']",
,'398436048620904448',1383800731,marlaaagliam,@MiggyLeeNg: @marlaaagliam marla. Para sa typhoon. http://t.co/lEP1jvStsJ #5 pls ,tl,14.59280798,120.97488094,B,28800,Beijing,,"['marla', 'para', 'typhoon', 'pls']",
,'398436428809400321',1383800821,StphanieYoung,May bagyo ba talaga bukas? :( ajujuju,tl,14.5918784,121.0902454,,28800,Beijing,,"['bagyo', 'talaga', 'bukas', 'ajujuju']",
,'398436907647909888',1383800936,teejayceebee,@CHEholics Yes dear. Wala mayo ulan sbg but expect it tomorrow. Ky bwas pa ma hit ang typhoon sa northern neg occ.,tl,10.68103066,122.96193604,"Paris, le-de-France",-32400,Alaska,,"['yes', 'dear', 'wala', 'mayo', 'ulan', 'sbg', 'expect', 'tomorrow', 'bwa', 'hit', 'ang', 'typhoon', 'northern', 'neg', 'occ']",
,'398437299165229057',1383801029,MaeJereina,"Dear Yolanda, yan tayo eh.",tl,14.2826382,121.137128,,28800,Beijing,,"['dear', 'yolanda', 'yan', 'tayo']",
,'398437945046077441',1383801183,klintsebuc7,"NAPOLES, pakisinghot naman si YOLANDA oh.",tl,13.89925414,120.94760837,philippines,28800,Singapore,,"['napoles', 'pakisinghot', 'naman', 'yolanda']",
,'398438503031123969',1383801316,LaisaEstrella,Sus asa ka pang #walangpasok,tl,14.59186357,121.08404187,Oxford/PH,-28800,Pacific Time (US & Canada),,"['sus', 'asa', 'pang', 'walangpasok']",
,'398439123108651009',1383801464,TsinELIAS,GRABE MKHANG MALAKAS TALAGA SI YOLANDA AH. SIGNAL NO.1 NA ANG CAVITE TO THINK NA SOBRANG KALMADO PA NG PANAHON!,tl,14.38707899,120.98915422,Molino Bacoor Cavite,28800,Perth,,"['grabe', 'mkhang', 'malakas', 'talaga', 'yolanda', 'signal', 'no.1', 'ang', 'cavite', 'think', 'sobrang', 'kalmado', 'panahon']",
,'398439872362319872',1383801642,kuya_CJ,"""@iamzetroc: Hey, #YolandaPH ! We have a big God! :)""",en,10.4650501,122.8243349,Bacolod City,28800,Beijing,,"['hey', 'yolandaph', 'big', 'god']",
,'398440291004215296',1383801742,Sexxys0l,"Anak, Pwede bang si Napoles na lang ang ialay natin kay #YolandaPH ? Kailangan ko pa bang iexplain?",tl,14.43597359,120.87865615,philippines,-32400,Alaska,,"['anak', 'pwede', 'bang', 'napoles', 'lang', 'ang', 'ialay', 'natin', 'kay', 'yolandaph', 'kailangan', 'bang', 'iexplain']",
,'398440905348100096',1383801889,gaysianfierce,San na ba si Yolanda? Hindi ko po alam.. #PrayForThePhilippines,tl,14.606063,121.0002007,"ISA/PAG/MNL, Philippines",-39600,International Date Line West,,"['san', 'yolanda', 'hindi', 'alam', 'prayforthephilippine']",
,'398441810214653952',1383802104,Darween_,#YolandaPH manila,sk,14.67332916,120.9835484,,28800,Beijing,,"['yolandaph', 'manila']",
,'398442038372614144',1383802159,sargarciatweets,Stuck with you! #yolanda #marcopolo #Cebu #larcions #foodtrip #sinugba #puso #RON #crewlife http://t.co/0gTQR8NZvL,en,10.34183451,123.8971889,,-28800,Pacific Time (US & Canada),,"['stuck', 'yolanda', 'marcopolo', 'cebu', 'larcion', 'foodtrip', 'sinugba', 'puso', 'ron', 'crewlife']",
,'398442451246919681',1383802257,NZNNiReport,Super typhoon Haiyan (Yolanda) enters PHL: Haiyan (Yolanda) becomes an extremely catastrophic super t... http://t.co/n9EQ5CdXPR #iReport,en,9.8499911,124.1435427,New Zealand,-36000,Hawaii,,"['super', 'typhoon', 'haiyan', 'yolanda', 'enter', 'phl', 'haiyan', 'yolanda', 'extremely', 'catastrophic', 'super', 'ireport']",
,'398443248248561665',1383802447,heyitspham,baby is sick again tsk! he need me right now hahaaiiii di sd ku kalakaw ky bagyo putang igit,tl,10.3303104,123.9394085,"Trondheim, Norway",-32400,Alaska,,"['baby', 'sick', 'tsk', 'right', 'hahaaiiii', 'kalakaw', 'bagyo', 'putang', 'igit']",
,'398443762629636096',1383802570,davidyusantos,Passing now thru Hernani town. Moderate rains here. Saw some streetlights still on. But previous towns were all dark. #YolandaPH,en,11.3707545,125.5971353,Manila,12600,Tehran,,"['pass', 'hernani', 'town', 'moderate', 'rain', 'saw', 'streetlight', 'previous', 'town', 'dark', 'yolandaph']",
